0.20,0.27,0.33,0.40,0.43,0.50,0.63,0.80
0.27,0.23,0.33,0.43,0.43,0.53,0.63,0.83
0.23,0.33,0.53,0.67,0.70,0.77,1.00,1.00
0.13,0.27,0.30,0.33,0.40,0.50,0.53,0.83
0.03,0.00,0.03,0.00,0.10,0.20,0.30,0.57
0.20,0.07,0.27,0.37,0.40,0.50,0.47,0.83
0.07,0.10,0.37,0.37,0.43,0.70,0.67,0.90
0.17,0.33,0.37,0.50,0.60,0.83,0.83,0.97
0.00,0.03,0.23,0.53,0.53,0.67,0.67,1.00
0.37,0.77,0.97,1.00,1.00,1.00,1.00,1.00
