0.20,0.17,0.30,0.37,0.47,0.50,0.53,0.80
0.20,0.20,0.33,0.40,0.43,0.53,0.73,0.83
0.33,0.23,0.57,0.70,0.73,0.83,0.93,1.00
0.23,0.10,0.30,0.37,0.43,0.50,0.50,0.87
0.10,0.03,0.07,0.07,0.17,0.20,0.30,0.53
0.07,0.07,0.33,0.33,0.47,0.43,0.47,0.83
0.10,0.07,0.33,0.33,0.40,0.67,0.70,0.90
0.20,0.23,0.37,0.53,0.60,0.80,0.80,0.97
0.10,0.07,0.23,0.53,0.53,0.60,0.73,1.00
0.33,0.77,0.97,1.00,1.00,1.00,1.00,1.00
